@relation mediamill-train-exp1

@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Att23 numeric
@attribute Att24 numeric
@attribute Att25 numeric
@attribute Att26 numeric
@attribute Att27 numeric
@attribute Att28 numeric
@attribute Att29 numeric
@attribute Att30 numeric
@attribute Att31 numeric
@attribute Att32 numeric
@attribute Att33 numeric
@attribute Att34 numeric
@attribute Att35 numeric
@attribute Att36 numeric
@attribute Att37 numeric
@attribute Att38 numeric
@attribute Att39 numeric
@attribute Att40 numeric
@attribute Att41 numeric
@attribute Att42 numeric
@attribute Att43 numeric
@attribute Att44 numeric
@attribute Att45 numeric
@attribute Att46 numeric
@attribute Att47 numeric
@attribute Att48 numeric
@attribute Att49 numeric
@attribute Att50 numeric
@attribute Att51 numeric
@attribute Att52 numeric
@attribute Att53 numeric
@attribute Att54 numeric
@attribute Att55 numeric
@attribute Att56 numeric
@attribute Att57 numeric
@attribute Att58 numeric
@attribute Att59 numeric
@attribute Att60 numeric
@attribute Att61 numeric
@attribute Att62 numeric
@attribute Att63 numeric
@attribute Att64 numeric
@attribute Att65 numeric
@attribute Att66 numeric
@attribute Att67 numeric
@attribute Att68 numeric
@attribute Att69 numeric
@attribute Att70 numeric
@attribute Att71 numeric
@attribute Att72 numeric
@attribute Att73 numeric
@attribute Att74 numeric
@attribute Att75 numeric
@attribute Att76 numeric
@attribute Att77 numeric
@attribute Att78 numeric
@attribute Att79 numeric
@attribute Att80 numeric
@attribute Att81 numeric
@attribute Att82 numeric
@attribute Att83 numeric
@attribute Att84 numeric
@attribute Att85 numeric
@attribute Att86 numeric
@attribute Att87 numeric
@attribute Att88 numeric
@attribute Att89 numeric
@attribute Att90 numeric
@attribute Att91 numeric
@attribute Att92 numeric
@attribute Att93 numeric
@attribute Att94 numeric
@attribute Att95 numeric
@attribute Att96 numeric
@attribute Att97 numeric
@attribute Att98 numeric
@attribute Att99 numeric
@attribute Att100 numeric
@attribute Att101 numeric
@attribute Att102 numeric
@attribute Att103 numeric
@attribute Att104 numeric
@attribute Att105 numeric
@attribute Att106 numeric
@attribute Att107 numeric
@attribute Att108 numeric
@attribute Att109 numeric
@attribute Att110 numeric
@attribute Att111 numeric
@attribute Att112 numeric
@attribute Att113 numeric
@attribute Att114 numeric
@attribute Att115 numeric
@attribute Att116 numeric
@attribute Att117 numeric
@attribute Att118 numeric
@attribute Att119 numeric
@attribute Att120 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}
@attribute Class15 {0,1}
@attribute Class16 {0,1}
@attribute Class17 {0,1}
@attribute Class18 {0,1}
@attribute Class19 {0,1}
@attribute Class20 {0,1}
@attribute Class21 {0,1}
@attribute Class22 {0,1}
@attribute Class23 {0,1}
@attribute Class24 {0,1}
@attribute Class25 {0,1}
@attribute Class26 {0,1}
@attribute Class27 {0,1}
@attribute Class28 {0,1}
@attribute Class29 {0,1}
@attribute Class30 {0,1}
@attribute Class31 {0,1}
@attribute Class32 {0,1}
@attribute Class33 {0,1}
@attribute Class34 {0,1}
@attribute Class35 {0,1}
@attribute Class36 {0,1}
@attribute Class37 {0,1}
@attribute Class38 {0,1}
@attribute Class39 {0,1}
@attribute Class40 {0,1}
@attribute Class41 {0,1}
@attribute Class42 {0,1}
@attribute Class43 {0,1}
@attribute Class44 {0,1}
@attribute Class45 {0,1}
@attribute Class46 {0,1}
@attribute Class47 {0,1}
@attribute Class48 {0,1}
@attribute Class49 {0,1}
@attribute Class50 {0,1}
@attribute Class51 {0,1}
@attribute Class52 {0,1}
@attribute Class53 {0,1}
@attribute Class54 {0,1}
@attribute Class55 {0,1}
@attribute Class56 {0,1}
@attribute Class57 {0,1}
@attribute Class58 {0,1}
@attribute Class59 {0,1}
@attribute Class60 {0,1}
@attribute Class61 {0,1}
@attribute Class62 {0,1}
@attribute Class63 {0,1}
@attribute Class64 {0,1}
@attribute Class65 {0,1}
@attribute Class66 {0,1}
@attribute Class67 {0,1}
@attribute Class68 {0,1}
@attribute Class69 {0,1}
@attribute Class70 {0,1}
@attribute Class71 {0,1}
@attribute Class72 {0,1}
@attribute Class73 {0,1}
@attribute Class74 {0,1}
@attribute Class75 {0,1}
@attribute Class76 {0,1}
@attribute Class77 {0,1}
@attribute Class78 {0,1}
@attribute Class79 {0,1}
@attribute Class80 {0,1}
@attribute Class81 {0,1}
@attribute Class82 {0,1}
@attribute Class83 {0,1}
@attribute Class84 {0,1}
@attribute Class85 {0,1}
@attribute Class86 {0,1}
@attribute Class87 {0,1}
@attribute Class88 {0,1}
@attribute Class89 {0,1}
@attribute Class90 {0,1}
@attribute Class91 {0,1}
@attribute Class92 {0,1}
@attribute Class93 {0,1}
@attribute Class94 {0,1}
@attribute Class95 {0,1}
@attribute Class96 {0,1}
@attribute Class97 {0,1}
@attribute Class98 {0,1}
@attribute Class99 {0,1}
@attribute Class100 {0,1}
@attribute Class101 {0,1}

@data
0.414196,0.472882,0.481434,0.446102,0.188298,0.358252,0.381585,0.509673,0.281447,0.256671,0.052372,0.175682,0.139069,0.297138,0.175195,0.515604,0.575472,0.589754,0.532383,0.250117,0.440648,0.469852,0.615651,0.356352,0.354094,0.088621,0.263398,0.207935,0.364942,0.237389,0.363334,0.364975,0.322373,0.414837,0.241427,0.371165,0.34281,0.372564,0.295187,0.260979,0.091989,0.234531,0.192807,0.338446,0.227599,0.652628,0.64575,0.603188,0.705687,0.495505,0.663407,0.588304,0.681481,0.568615,0.547228,0.295026,0.523827,0.466104,0.613015,0.480241,0.391711,0.494944,0.540959,0.451057,0.15311,0.368035,0.309986,0.503763,0.267632,0.246133,0.05429,0.226949,0.107387,0.282368,0.151956,0.480439,0.570493,0.624431,0.537558,0.204033,0.441452,0.375438,0.589033,0.324791,0.323326,0.07886,0.297123,0.152401,0.349952,0.200589,0.382656,0.372757,0.358574,0.42839,0.220067,0.388301,0.315125,0.368848,0.312504,0.273663,0.092214,0.297591,0.161413,0.34021,0.212737,0.629316,0.617777,0.615663,0.696869,0.454353,0.637225,0.530518,0.621437,0.549245,0.512534,0.239873,0.57477,0.353163,0.607024,0.430116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.404171,0.511689,0.611987,0.354876,0.165592,0.317518,0.337343,0.554356,0.275554,0.244654,0.043787,0.155677,0.124976,0.240496,0.15546,0.46357,0.582354,0.704823,0.408235,0.199141,0.370885,0.394013,0.639743,0.327829,0.292277,0.052761,0.18872,0.155203,0.280397,0.18871,0.400722,0.439679,0.428612,0.379515,0.232385,0.360345,0.336101,0.440784,0.320413,0.285281,0.074847,0.223699,0.188408,0.301276,0.221573,0.654924,0.708378,0.72357,0.629233,0.565429,0.627715,0.582929,0.714472,0.62423,0.611356,0.25596,0.558522,0.511994,0.587622,0.557034,0.351538,0.492623,0.584568,0.420595,0.128275,0.345643,0.299895,0.532827,0.239087,0.213773,0.041984,0.192961,0.085966,0.247732,0.124455,0.425643,0.573768,0.685715,0.495526,0.170572,0.422056,0.357482,0.619438,0.301027,0.263062,0.054553,0.252013,0.116912,0.310098,0.166097,0.361661,0.392069,0.392159,0.405251,0.200756,0.370982,0.309314,0.384301,0.296998,0.259354,0.077551,0.269735,0.148223,0.312088,0.193294,0.615129,0.664544,0.675704,0.676935,0.481246,0.62764,0.54265,0.675318,0.574623,0.531382,0.221909,0.552885,0.39737,0.582654,0.456706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.175321,0.307663,0.354844,0.264453,0.065419,0.153935,0.2548,0.29103,0.112169,0.092573,0.014195,0.055474,0.040596,0.133858,0.056224,0.271283,0.445952,0.522808,0.355758,0.099469,0.228239,0.33145,0.436896,0.171853,0.145343,0.023794,0.089434,0.064259,0.193149,0.087205,0.206649,0.322182,0.317933,0.307613,0.088907,0.20082,0.289611,0.299243,0.143742,0.114502,0.020818,0.076922,0.05682,0.174976,0.077054,0.534848,0.671802,0.629656,0.631156,0.280105,0.487096,0.536987,0.629945,0.408629,0.345689,0.073872,0.256895,0.204106,0.426625,0.255979,0.147788,0.289969,0.307073,0.248508,0.047197,0.161315,0.198786,0.260968,0.098854,0.083425,0.01481,0.072892,0.028511,0.111359,0.042713,0.215544,0.390722,0.41287,0.327235,0.068555,0.229492,0.256404,0.351585,0.147427,0.122336,0.022964,0.107318,0.041569,0.158618,0.061937,0.209667,0.319611,0.311369,0.315923,0.080315,0.23881,0.267173,0.275423,0.158241,0.121054,0.02803,0.119273,0.050216,0.174043,0.073913,0.486535,0.628146,0.622511,0.615281,0.207875,0.488243,0.498937,0.551945,0.369533,0.318899,0.076935,0.306757,0.140932,0.389915,0.202278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.500235,0.514764,0.485149,0.379876,0.24516,0.396092,0.341031,0.502174,0.377141,0.336693,0.074956,0.240839,0.20012,0.310799,0.237875,0.585411,0.585435,0.564846,0.456578,0.32221,0.502609,0.397462,0.58239,0.454484,0.413845,0.10016,0.316891,0.267578,0.399132,0.31345,0.408784,0.397815,0.345869,0.375171,0.287943,0.38884,0.31093,0.389345,0.353619,0.315508,0.110966,0.285515,0.240918,0.346054,0.275316,0.665453,0.671413,0.679294,0.643115,0.556125,0.625906,0.542598,0.707204,0.613268,0.578019,0.298122,0.56612,0.509432,0.603267,0.531028,0.401381,0.530327,0.573564,0.444851,0.146204,0.370574,0.312851,0.519761,0.27998,0.246593,0.05206,0.221385,0.099052,0.279867,0.143257,0.482558,0.602692,0.644248,0.522232,0.187983,0.448545,0.364662,0.588476,0.342565,0.303222,0.066471,0.279887,0.130476,0.347397,0.186727,0.365851,0.380753,0.37038,0.402199,0.209022,0.361382,0.305679,0.364929,0.30245,0.26182,0.088606,0.27914,0.156036,0.316957,0.201693,0.616156,0.638394,0.635877,0.649036,0.448824,0.587626,0.534823,0.60598,0.565456,0.509405,0.252788,0.529548,0.37535,0.557367,0.442004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.294627,0.444817,0.418421,0.460069,0.128636,0.299771,0.400249,0.426834,0.206047,0.163519,0.029224,0.110263,0.079583,0.259701,0.111554,0.364584,0.531726,0.511436,0.546874,0.157707,0.361936,0.470929,0.513972,0.255495,0.211207,0.038269,0.135459,0.099632,0.31594,0.13946,0.315943,0.392121,0.339771,0.455896,0.162005,0.333131,0.384707,0.374169,0.236122,0.191115,0.043169,0.142409,0.107396,0.29816,0.1459,0.564589,0.646634,0.584174,0.723983,0.34789,0.577952,0.602958,0.614765,0.434114,0.384172,0.109865,0.316975,0.24528,0.553852,0.3186,0.281423,0.446839,0.456958,0.457129,0.105913,0.329303,0.345658,0.404377,0.201962,0.160555,0.0326,0.157994,0.06597,0.238494,0.099046,0.351506,0.54857,0.572611,0.549335,0.130482,0.402841,0.417397,0.498273,0.24368,0.209706,0.041405,0.194543,0.082215,0.293205,0.123782,0.311339,0.355652,0.33204,0.41528,0.153261,0.346235,0.334241,0.321342,0.253457,0.201858,0.057182,0.217171,0.10334,0.282837,0.146784,0.558544,0.632106,0.592144,0.680664,0.303219,0.575069,0.54845,0.553511,0.467772,0.393213,0.130635,0.426302,0.20991,0.511131,0.290541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.473323,0.536666,0.458326,0.445236,0.221732,0.382866,0.373409,0.471315,0.350442,0.301989,0.070228,0.21391,0.169793,0.324601,0.213535,0.598859,0.680117,0.579765,0.595508,0.303736,0.477489,0.479952,0.596511,0.46279,0.415133,0.099831,0.295028,0.246257,0.423927,0.292796,0.414572,0.423372,0.345006,0.416272,0.284522,0.384141,0.335316,0.382769,0.356148,0.313192,0.116404,0.274846,0.235677,0.356058,0.274884,0.684507,0.708158,0.630888,0.69326,0.671847,0.609781,0.561814,0.661158,0.693299,0.663966,0.431052,0.657783,0.637712,0.655176,0.669652,0.462159,0.50237,0.509987,0.448675,0.206601,0.406108,0.311129,0.485472,0.341321,0.317246,0.078295,0.300065,0.151984,0.337845,0.204607,0.5481,0.616324,0.618491,0.561846,0.268221,0.489595,0.39077,0.575553,0.418055,0.402182,0.104965,0.373711,0.203718,0.416937,0.260697,0.40345,0.357765,0.334905,0.370542,0.282751,0.37257,0.279911,0.342158,0.356931,0.322868,0.130213,0.352955,0.221035,0.361525,0.270235,0.653678,0.616588,0.590895,0.628682,0.604955,0.62587,0.500998,0.613947,0.602556,0.60893,0.359474,0.629535,0.526963,0.637156,0.574981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0.409786,0.486084,0.570879,0.321769,0.179659,0.303794,0.307926,0.490068,0.308512,0.271592,0.055349,0.177426,0.146259,0.239036,0.176371,0.475848,0.582981,0.675508,0.37481,0.211673,0.357805,0.364108,0.563565,0.363529,0.327335,0.071427,0.214439,0.176154,0.280672,0.210374,0.390484,0.410102,0.399507,0.339651,0.26419,0.33705,0.299371,0.388841,0.345237,0.313624,0.103077,0.259379,0.226814,0.300313,0.258001,0.661633,0.705967,0.738633,0.606381,0.58655,0.589882,0.54711,0.689755,0.642585,0.617634,0.289599,0.569156,0.538053,0.580442,0.570432,0.430032,0.484634,0.54612,0.431862,0.196459,0.393071,0.298654,0.510184,0.32785,0.299373,0.068812,0.278447,0.141681,0.316961,0.194737,0.509822,0.557961,0.625664,0.523748,0.229015,0.464082,0.354538,0.583266,0.390044,0.35159,0.08158,0.33305,0.161821,0.385435,0.22711,0.398914,0.372497,0.362559,0.37759,0.26168,0.375832,0.283347,0.361904,0.357515,0.315181,0.109126,0.331299,0.199668,0.350815,0.250744,0.633748,0.616486,0.65236,0.610684,0.521323,0.597205,0.460456,0.63279,0.578788,0.555542,0.253889,0.584243,0.423415,0.598734,0.490039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.43223,0.51315,0.568968,0.346461,0.180607,0.318056,0.328069,0.521298,0.294667,0.266074,0.051344,0.169755,0.137747,0.249903,0.171534,0.503879,0.587149,0.642522,0.398878,0.217089,0.371327,0.380097,0.596909,0.347866,0.315628,0.061418,0.202832,0.167985,0.291133,0.207167,0.431614,0.454044,0.423467,0.399435,0.243022,0.379989,0.341675,0.451852,0.334466,0.296662,0.076226,0.233259,0.192812,0.320905,0.229665,0.706215,0.70384,0.685526,0.673086,0.570519,0.654933,0.560283,0.713668,0.61484,0.599174,0.268138,0.609199,0.536667,0.615018,0.544235,0.403921,0.498453,0.560615,0.412862,0.154908,0.357333,0.287051,0.526159,0.27876,0.260281,0.054105,0.230641,0.107885,0.275714,0.154323,0.472902,0.563394,0.639824,0.463895,0.189321,0.409392,0.331013,0.599446,0.329345,0.310372,0.067386,0.281612,0.133359,0.32443,0.188527,0.409569,0.404908,0.399516,0.425934,0.223722,0.398064,0.310193,0.406464,0.329257,0.28835,0.085847,0.306858,0.162061,0.345615,0.216597,0.659745,0.650677,0.654502,0.676122,0.495653,0.635222,0.52758,0.642987,0.5564,0.543617,0.229067,0.603325,0.420712,0.61427,0.461287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.510619,0.430529,0.388122,0.338928,0.297853,0.379904,0.292579,0.398498,0.406687,0.36753,0.109157,0.295822,0.247364,0.334595,0.289342,0.626045,0.526741,0.520091,0.428442,0.384129,0.482407,0.361914,0.508406,0.505299,0.449721,0.129777,0.361288,0.302588,0.437443,0.368078,0.417899,0.350789,0.288351,0.325832,0.327718,0.356953,0.261713,0.326558,0.373752,0.339344,0.169171,0.321166,0.28661,0.346438,0.317687,0.708697,0.66517,0.604525,0.643293,0.678586,0.602854,0.512514,0.619271,0.663544,0.648845,0.630685,0.65244,0.653314,0.656529,0.654465,0.479746,0.439627,0.42857,0.398538,0.237376,0.380298,0.272913,0.421098,0.368174,0.338108,0.098645,0.336258,0.171418,0.355054,0.235816,0.579983,0.546005,0.529697,0.477298,0.301166,0.461221,0.330359,0.516526,0.4543,0.410975,0.125571,0.416644,0.214609,0.434763,0.298224,0.383295,0.306046,0.277676,0.323348,0.299026,0.328094,0.241911,0.287976,0.350904,0.319122,0.161399,0.361397,0.242691,0.350434,0.289856,0.653366,0.592068,0.53835,0.611439,0.605894,0.571527,0.458116,0.5337,0.616803,0.594469,0.503613,0.647942,0.557459,0.631348,0.595797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.441038,0.513504,0.573845,0.341959,0.194749,0.326002,0.325486,0.500566,0.333012,0.292179,0.061269,0.193966,0.15855,0.258761,0.191417,0.49071,0.589534,0.675256,0.383941,0.22089,0.368703,0.372947,0.56315,0.373945,0.335369,0.073466,0.221846,0.182749,0.289754,0.218918,0.400697,0.415646,0.394855,0.346033,0.273855,0.348438,0.302057,0.388959,0.355328,0.322093,0.106487,0.271071,0.235463,0.311359,0.267174,0.666528,0.714692,0.725951,0.608255,0.597835,0.602028,0.539847,0.680339,0.643436,0.621529,0.308994,0.576108,0.537559,0.591951,0.583157,0.450885,0.494218,0.532573,0.448662,0.208757,0.415536,0.312632,0.504722,0.345057,0.313791,0.074859,0.29522,0.150096,0.336674,0.206223,0.517263,0.556414,0.596664,0.520787,0.237216,0.470195,0.358807,0.574387,0.391732,0.358814,0.085941,0.334185,0.17357,0.387073,0.238342,0.400342,0.366388,0.351557,0.373571,0.26468,0.376607,0.284057,0.353035,0.358917,0.316594,0.112581,0.334778,0.203421,0.352596,0.253489,0.635878,0.600309,0.635002,0.607107,0.520489,0.611139,0.468023,0.628134,0.575802,0.554854,0.256418,0.579996,0.423061,0.596299,0.488448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.462089,0.520355,0.404018,0.53972,0.229168,0.415711,0.405874,0.442361,0.342408,0.28124,0.071484,0.208867,0.158521,0.378537,0.217289,0.559337,0.639439,0.566383,0.63473,0.260968,0.47039,0.476737,0.563461,0.397977,0.329426,0.080472,0.236464,0.179146,0.434214,0.246852,0.422458,0.428474,0.331378,0.475763,0.260993,0.40041,0.364892,0.375151,0.344216,0.287638,0.093315,0.241862,0.193912,0.38132,0.247602,0.69387,0.700562,0.619885,0.732538,0.608951,0.593211,0.568344,0.635919,0.635414,0.617415,0.56554,0.582672,0.592941,0.656803,0.595685,0.486873,0.505438,0.463982,0.529214,0.223905,0.432219,0.34511,0.434212,0.366779,0.311593,0.0855,0.320288,0.150037,0.387713,0.216604,0.571252,0.586852,0.593643,0.623048,0.270559,0.503628,0.403145,0.554234,0.427821,0.376883,0.101202,0.389556,0.184008,0.456844,0.261012,0.425454,0.369505,0.325412,0.422066,0.270935,0.388129,0.311798,0.329594,0.368761,0.311821,0.117398,0.358785,0.195622,0.385009,0.258392,0.647704,0.604759,0.57859,0.671828,0.571207,0.579212,0.513059,0.600233,0.60776,0.574497,0.343084,0.628671,0.475834,0.64261,0.553841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0.446011,0.540651,0.547097,0.434633,0.184476,0.36143,0.387349,0.511495,0.306152,0.265078,0.056082,0.173553,0.134882,0.294501,0.176049,0.521999,0.643349,0.650489,0.548498,0.212491,0.43176,0.497255,0.606939,0.358935,0.309958,0.06589,0.200353,0.153757,0.356656,0.201143,0.404698,0.436025,0.388285,0.425055,0.222481,0.367816,0.36287,0.405218,0.313972,0.275802,0.078085,0.216916,0.175038,0.320191,0.213628,0.644461,0.694698,0.606366,0.662362,0.417949,0.576725,0.594939,0.624736,0.546313,0.509677,0.186189,0.421034,0.36538,0.516803,0.41195,0.393795,0.520853,0.52206,0.473879,0.148337,0.364976,0.331819,0.453426,0.278001,0.244762,0.056417,0.220949,0.100218,0.290842,0.146065,0.465789,0.626494,0.616375,0.59561,0.176231,0.448958,0.420007,0.525986,0.326702,0.29614,0.069548,0.259135,0.120428,0.354937,0.171303,0.370584,0.37815,0.349059,0.409576,0.205592,0.353271,0.320697,0.332322,0.304638,0.264374,0.089234,0.277436,0.150901,0.320861,0.198794,0.611546,0.637472,0.585027,0.670709,0.431926,0.591772,0.552434,0.552455,0.540139,0.497001,0.228653,0.516594,0.353539,0.552235,0.419341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.46695,0.483209,0.496697,0.323273,0.216737,0.330571,0.305102,0.456027,0.341279,0.317772,0.077269,0.227565,0.183393,0.267243,0.211515,0.563009,0.615935,0.635216,0.421523,0.275332,0.40893,0.394688,0.597109,0.41502,0.406971,0.114007,0.307129,0.245663,0.332416,0.267596,0.435809,0.405554,0.370022,0.328339,0.283742,0.348678,0.284118,0.38186,0.362382,0.340653,0.12814,0.297265,0.25521,0.309567,0.277021,0.717907,0.716065,0.643243,0.650009,0.602285,0.594554,0.543823,0.647971,0.65356,0.636699,0.416798,0.635904,0.603447,0.607365,0.58898,0.452476,0.477349,0.498269,0.410219,0.200257,0.381143,0.284237,0.475681,0.326655,0.314415,0.076814,0.295179,0.147212,0.319681,0.198211,0.563272,0.601784,0.634776,0.51614,0.311727,0.485503,0.361516,0.585273,0.432854,0.432531,0.13188,0.42796,0.242124,0.429159,0.297009,0.406348,0.338983,0.324508,0.35444,0.292739,0.364018,0.260693,0.339981,0.35247,0.334913,0.13252,0.37383,0.234202,0.362906,0.281344,0.664983,0.647186,0.613602,0.676464,0.539728,0.608281,0.505033,0.601436,0.594933,0.572062,0.301621,0.640582,0.456536,0.626608,0.516052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
