@relation CommodityTendencyPrediction

@attribute commIm01 numeric
@attribute commEx01 numeric
@attribute commIm02 numeric
@attribute commEx02 numeric
@attribute commIm03 numeric
@attribute commEx03 numeric
@attribute commIm04 numeric
@attribute commEx04 numeric
@attribute commIm05 numeric
@attribute commEx05 numeric
@attribute commIm06 numeric
@attribute commEx06 numeric
@attribute commIm07 numeric
@attribute commEx07 numeric
@attribute commIm08 numeric
@attribute commEx08 numeric
@attribute commIm09 numeric
@attribute commEx09 numeric
@attribute commIm10 numeric
@attribute commEx10 numeric
@attribute commIm11 numeric
@attribute commEx11 numeric
@attribute commIm12 numeric
@attribute commEx12 numeric
@attribute commIm13 numeric
@attribute commEx13 numeric
@attribute commIm14 numeric
@attribute commEx14 numeric
@attribute commIm15 numeric
@attribute commEx15 numeric
@attribute commIm16 numeric
@attribute commEx16 numeric
@attribute commIm17 numeric
@attribute commEx17 numeric
@attribute commIm18 numeric
@attribute commEx18 numeric
@attribute commIm19 numeric
@attribute commEx19 numeric
@attribute commIm20 numeric
@attribute commEx20 numeric
@attribute commIm21 numeric
@attribute commEx21 numeric
@attribute commIm22 numeric
@attribute commEx22 numeric
@attribute commIm23 numeric
@attribute commEx23 numeric
@attribute commIm24 numeric
@attribute commEx24 numeric
@attribute commIm25 numeric
@attribute commEx25 numeric
@attribute commIm26 numeric
@attribute commEx26 numeric
@attribute commIm27 numeric
@attribute commEx27 numeric
@attribute commIm28 numeric
@attribute commEx28 numeric
@attribute commIm29 numeric
@attribute commEx29 numeric
@attribute commIm30 numeric
@attribute commEx30 numeric
@attribute commIm31 numeric
@attribute commEx31 numeric
@attribute commIm32 numeric
@attribute commEx32 numeric
@attribute commIm33 numeric
@attribute commEx33 numeric
@attribute commIm34 numeric
@attribute commEx34 numeric
@attribute commIm35 numeric
@attribute commEx35 numeric
@attribute commIm36 numeric
@attribute commEx36 numeric
@attribute commIm37 numeric
@attribute commEx37 numeric
@attribute commIm38 numeric
@attribute commEx38 numeric
@attribute commIm39 numeric
@attribute commEx39 numeric
@attribute commIm40 numeric
@attribute commEx40 numeric
@attribute commIm41 numeric
@attribute commEx41 numeric
@attribute commIm42 numeric
@attribute commEx42 numeric
@attribute commIm43 numeric
@attribute commEx43 numeric
@attribute commIm44 numeric
@attribute commEx44 numeric
@attribute commIm45 numeric
@attribute commEx45 numeric
@attribute commIm46 numeric
@attribute commEx46 numeric
@attribute commIm47 numeric
@attribute commEx47 numeric
@attribute commIm48 numeric
@attribute commEx48 numeric
@attribute commIm49 numeric
@attribute commEx49 numeric
@attribute commIm50 numeric
@attribute commEx50 numeric
@attribute commIm51 numeric
@attribute commEx51 numeric
@attribute commIm52 numeric
@attribute commEx52 numeric
@attribute commIm53 numeric
@attribute commEx53 numeric
@attribute commIm54 numeric
@attribute commEx54 numeric
@attribute commIm55 numeric
@attribute commEx55 numeric
@attribute commIm56 numeric
@attribute commEx56 numeric
@attribute commIm57 numeric
@attribute commEx57 numeric
@attribute commIm58 numeric
@attribute commEx58 numeric
@attribute commIm59 numeric
@attribute commEx59 numeric
@attribute commIm60 numeric
@attribute commEx60 numeric
@attribute commIm61 numeric
@attribute commEx61 numeric
@attribute commIm62 numeric
@attribute commEx62 numeric
@attribute commIm63 numeric
@attribute commEx63 numeric
@attribute commIm64 numeric
@attribute commEx64 numeric
@attribute commIm65 numeric
@attribute commEx65 numeric
@attribute commIm66 numeric
@attribute commEx66 numeric
@attribute commIm67 numeric
@attribute commEx67 numeric
@attribute commIm68 numeric
@attribute commEx68 numeric
@attribute commIm69 numeric
@attribute commEx69 numeric
@attribute commIm70 numeric
@attribute commEx70 numeric
@attribute commIm71 numeric
@attribute commEx71 numeric
@attribute commIm72 numeric
@attribute commEx72 numeric
@attribute commIm73 numeric
@attribute commEx73 numeric
@attribute commIm74 numeric
@attribute commEx74 numeric
@attribute commIm75 numeric
@attribute commEx75 numeric
@attribute commIm76 numeric
@attribute commEx76 numeric
@attribute commIm78 numeric
@attribute commEx78 numeric
@attribute commIm79 numeric
@attribute commEx79 numeric
@attribute commIm80 numeric
@attribute commEx80 numeric
@attribute commIm81 numeric
@attribute commEx81 numeric
@attribute commIm82 numeric
@attribute commEx82 numeric
@attribute commIm83 numeric
@attribute commEx83 numeric
@attribute commIm84 numeric
@attribute commEx84 numeric
@attribute commIm85 numeric
@attribute commEx85 numeric
@attribute commIm86 numeric
@attribute commEx86 numeric
@attribute commIm87 numeric
@attribute commEx87 numeric
@attribute commIm88 numeric
@attribute commEx88 numeric
@attribute commIm89 numeric
@attribute commEx89 numeric
@attribute commIm90 numeric
@attribute commEx90 numeric
@attribute commIm91 numeric
@attribute commEx91 numeric
@attribute commIm92 numeric
@attribute commEx92 numeric
@attribute commIm93 numeric
@attribute commEx93 numeric
@attribute commIm94 numeric
@attribute commEx94 numeric
@attribute commIm95 numeric
@attribute commEx95 numeric
@attribute commIm96 numeric
@attribute commEx96 numeric
@attribute commIm97 numeric
@attribute commEx97 numeric
@attribute commIm99 numeric
@attribute commEx99 numeric
@attribute tendency01 {0, 1}
@attribute tendency02 {0, 1}
@attribute tendency03 {0, 1}
@attribute tendency04 {0, 1}
@attribute tendency05 {0, 1}
@attribute tendency06 {0, 1}
@attribute tendency07 {0, 1}
@attribute tendency08 {0, 1}
@attribute tendency09 {0, 1}
@attribute tendency10 {0, 1}
@attribute tendency11 {0, 1}
@attribute tendency12 {0, 1}
@attribute tendency13 {0, 1}
@attribute tendency14 {0, 1}
@attribute tendency15 {0, 1}
@attribute tendency16 {0, 1}
@attribute tendency17 {0, 1}
@attribute tendency18 {0, 1}
@attribute tendency19 {0, 1}
@attribute tendency20 {0, 1}
@attribute tendency21 {0, 1}
@attribute tendency22 {0, 1}
@attribute tendency23 {0, 1}
@attribute tendency24 {0, 1}
@attribute tendency25 {0, 1}
@attribute tendency26 {0, 1}
@attribute tendency27 {0, 1}
@attribute tendency28 {0, 1}
@attribute tendency29 {0, 1}
@attribute tendency30 {0, 1}
@attribute tendency31 {0, 1}
@attribute tendency32 {0, 1}
@attribute tendency33 {0, 1}
@attribute tendency34 {0, 1}
@attribute tendency35 {0, 1}
@attribute tendency36 {0, 1}
@attribute tendency37 {0, 1}
@attribute tendency38 {0, 1}
@attribute tendency39 {0, 1}
@attribute tendency40 {0, 1}
@attribute tendency41 {0, 1}
@attribute tendency42 {0, 1}
@attribute tendency43 {0, 1}
@attribute tendency44 {0, 1}
@attribute tendency45 {0, 1}
@attribute tendency46 {0, 1}
@attribute tendency47 {0, 1}
@attribute tendency48 {0, 1}
@attribute tendency49 {0, 1}
@attribute tendency50 {0, 1}
@attribute tendency51 {0, 1}
@attribute tendency52 {0, 1}
@attribute tendency53 {0, 1}
@attribute tendency54 {0, 1}
@attribute tendency55 {0, 1}
@attribute tendency56 {0, 1}
@attribute tendency57 {0, 1}
@attribute tendency58 {0, 1}
@attribute tendency59 {0, 1}
@attribute tendency60 {0, 1}
@attribute tendency61 {0, 1}
@attribute tendency62 {0, 1}
@attribute tendency63 {0, 1}
@attribute tendency64 {0, 1}
@attribute tendency65 {0, 1}
@attribute tendency66 {0, 1}
@attribute tendency67 {0, 1}
@attribute tendency68 {0, 1}
@attribute tendency69 {0, 1}
@attribute tendency70 {0, 1}
@attribute tendency71 {0, 1}
@attribute tendency72 {0, 1}
@attribute tendency73 {0, 1}
@attribute tendency74 {0, 1}
@attribute tendency75 {0, 1}
@attribute tendency76 {0, 1}
@attribute tendency78 {0, 1}
@attribute tendency79 {0, 1}
@attribute tendency80 {0, 1}
@attribute tendency81 {0, 1}
@attribute tendency82 {0, 1}
@attribute tendency83 {0, 1}
@attribute tendency84 {0, 1}
@attribute tendency85 {0, 1}
@attribute tendency86 {0, 1}
@attribute tendency87 {0, 1}
@attribute tendency88 {0, 1}
@attribute tendency89 {0, 1}
@attribute tendency90 {0, 1}
@attribute tendency91 {0, 1}
@attribute tendency92 {0, 1}
@attribute tendency93 {0, 1}
@attribute tendency94 {0, 1}
@attribute tendency95 {0, 1}
@attribute tendency96 {0, 1}
@attribute tendency97 {0, 1}
@attribute tendency99 {0, 1}

@data
133434,1883990,6850,4979794,4792108,62196420,7369824,5382,31288,190920,1282,232839,298779,7715734,152243,22305136,133774,94646575,27717674,1491671,7807168,25831,334255,1159245,161282,3312755,5796,5730876,22855993,471673,740095,89320,3181124,6295166,211080,2873981,1396113,35754,440454,2220815,3560282,14889,1262615,66652,250811,361941,275689,3162,3687713,10809751,858,44894119,198367777,11669378,6093667,19162,7297449,19749,18332529,1000,9754638,0,4931601,9736,2911802,7055845,3496741,9341,1302245,2186,567634,16101,1339108,2595,14627358,58665,16928461,118303,20047683,65372,28673,2526961,1060444,72321,938,0,666313,6010729,12524,0,24641,1472796,905372,0,12911645,549656,9880003,2151569,3843,79209,94935,35180,3194225,19816537,429686,5818890,3291556,194699,5690311,308567,717988,1132444,321556,11834,539798,805049,546608,50556,646601,1762672,908003,1271469,1166662,2300157,5568630,1170974,4100789,34901,72606,265896,116010,105290,44129,4032,1878062,44998,3416024,23555,6008354,56115,113288,6242830,21575487,31185,15118109,105614,382317,168261,59910,0,3186522,43554,132696,0,763800,639,87027,71,20162,0,3451741,16917,3616113,93050,62481567,1693441,57450849,659808,307373,0,59454956,275326,1351025,23705,2751813,20268,19020991,676308,428708,4641,302818,77862,53856,392,3835703,1010452,1880118,366801,2710822,870417,21709,74074,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0
581977114,2073832987,4014241470,4565477238,2956411068,975499124,2462811122,5243640438,404667267,200776002,1023760240,201663673,1918565239,1524928848,3167664909,1833149523,1338082194,241275630,602176181,6352616694,255631820,1456788982,821749209,1308564866,197193282,226506813,36628915,14622659,1640960445,952661916,1309575063,857183019,808465524,2487942105,1780916217,1458169620,1905447877,1580874959,2198246077,1190019826,1022620212,2739056622,2105338334,10028973647,2037781076,1562774613,2089996992,351101954,985080716,1104194255,1252353517,131443530,27402417271,8702557113,3296510676,2570792589,10299664542,11102352504,5109237215,7630171241,1592826685,350532226,2577539945,2539020918,1894219958,7968258066,1249940417,1528797740,646559010,1047393500,85003009,105547299,1541806152,1281301027,4673555584,5267215572,13032728707,12457638328,3783917519,5835784883,818143770,968117427,1484406863,1680440707,78054601,107414216,2637792028,2467884454,245647904,32484060,78960098,12022309,1415516475,319614214,8269594758,7070110767,2178749305,2204912097,113060178,114321142,778271921,930669297,1509134303,1546574918,107097866,187251889,1846141912,1540376735,1380562794,1567036824,592478696,563788917,513658540,448889059,295710255,634779939,676835933,658862748,509956465,561596125,5519469698,2319148573,6820192143,4035588799,1047128339,537370838,3222795766,1272049078,177989229,79664689,85936496,23746419,98273939,15028331,1101712275,1198139524,1608225913,1335238917,2402734786,3655068709,2899895116,2326010313,8156462051,10012149586,5533237838,6664148853,2621886576,2194396324,616579207,233603796,3923946762,3644230578,96253892,142206595,292631185,438718699,81688832,21756069,398536380,373162844,1457686918,1007813132,1304664820,1301871581,47143537908,46466955298,30463230442,35035806780,188601681,629342470,35655885679,38624101091,6056765805,15939451357,843968178,2242872212,9793767885,8390288369,893264312,808442094,233930334,128256344,120175257,181240463,4763919113,3376694537,2440251468,1261541808,899915796,1105006746,188220268,584112015,56621463,49062181,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
845696,0,58064620,26186,6645104,689855,25504630,387,995073,2795464,790719,304294,8488137,515,7618098,50820,3355174,1071562,8389783,0,11178064,0,585314,0,218953,0,177434,0,6145315,5297464,14478319,102164,7725125,0,4536957,25539,23232732,30312,18516116,291396,22276583,100227,24205314,419358,8172644,4772,5024307,0,14980422,9027,17716,0,67757907,34180,2091560,42432,1233569,66945,37932559,34440,1539006,0,11010504,43853,8544332,1763221,9569090,66812,1318510,7610,1240536,31345,2487251,85651,12668916,133118,35678316,245207,12794491,110669,56120,0,2923381,39984,7882,0,25670566,40887,81080,1031,466985,17671,6725,0,27546661,10186,13355938,191672,22366,0,13964,0,4246653,70299,24047,0,1257304,0,1973509,36503,4801904,6189,1080260,50050,505224,0,679076,5803,55725,0,10816815,61527,15295905,308537,5661157,23601,6841410,10706,1283702,5545,240665,0,262524,0,4247410,2706,6276664,2967,6168691,4126,11598609,188459556,17515559,9287,28536923,1099024,1322859,87583,6980,0,13878725,95325,217658,27604,150917,4901,24181,0,18618,0,6871585,156207,5664301,41655,111668880,18136766,84864762,9993776,282973,110807,119120842,2047140,57207735,18112672,53125605,14337353,28639651,7089759,2317760,120343,589169,26699,5195522,7281162,22284727,164075,10829766,28891,8467649,263788,1538130,2096817,0,17710086,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
582424,0,39884804,47114,9819118,1713621,18677350,0,606577,3228,211238,235,3081020,12995,1779189,0,554414,74525,32691747,0,17162971,13653,1420914,0,179617,1176,27384,0,6422527,3825318,12165580,0,864195,0,1160438,795937,8701520,3528,9936609,0,12209412,1411,21016264,6907,2240118,457886,7324785,0,6860651,728199,1268,76194996,37242878,3132371151,5778267,14063251,4744540,78006,40084567,2053,1716780,60770,6221086,86572,8660771,278721,8663556,275390,2590067,7064,2420501,48318,2355992,2767,21485139,620311,22882679,520758,20943366,11626077,28240,0,2253967,1881,0,0,1887208,509915390,35877,0,34653,0,78373,0,21069659,35187,12979509,373152,42,0,16670,0,2071270,0,50541,0,535842,6668,833185,0,2287654,9418,718987,182374,319186,7636,792830,0,13836,0,3509900,2144435,3935156,2654999,10112017,627394,4528875,53505,498037,319,348138,0,290788,0,4153382,105850,8748197,829486,7201232,58606,295369,105,14131433,188833,57977027,1821017,1176001,75557,52806,0,11067174,73187,113837,0,145511,0,19721,0,25157,1238,12409336,1603433,6873598,1457,221222199,7191849,80376148,3381308,1783509,25392,105821776,2850507,9217007,1272896,4920575,443329,39717355,4362277,417264,353,345708,155298,2169967,469,14332519,1059060,2449838,217127,3002761,1433,152904,214661,4573,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0
158987,27489,5877460,301594,2916256,354153,10206135,321659,18535,0,116309,86313,4125685,113819,936355,13142238,14252563,23147366,78283901,5395899,61757649,1164658,781558,1400945,1859,138852,14959,78290,6997891,522818,3308221,140896,42559139,660064,2529644,766146,2756449,96275,938492,1861207,3747489,609355,20208212,19730563,512566,8768,0,0,7118602,1172969,94948,16502682,320470172,45074065,5278514,6500058,2615383,246232,18718597,942485,259139,14326779,1730409,1324260,1676023,197438,2916479,136971,534976,15251,1296981,355,549070,0,2057013,261179,5870527,2408392,3657231,185359,10054,2049272,152088,50085,3641,27233,1575053,2990809,105366,10912,6,0,116397,0,8673778,275549,4329092,12170218,5582,210443,194697,246635,2269581,102882,209222,0,608333,1576703,1008950,1139975,218495,157065,129311,5391,137586,82790,108531,67527,1758,0,2396612,1148626,2161908,2017201,1786793,100843,3442142,755014,3537,5414,17498,0,589,0,3400025,330111,7852583,325352,2917230,337717,264457,814770,4270912,14074091,5549277,20499955,873227,73524,0,0,1203460,1192685,20086,0,86750,0,0,0,8537,0,154139,47635,1765556,66920,29078724,4082428,37045434,5212861,629463,1285058,10043461,2493291,2484705,448045,0,4126,6783629,468371,74219,0,7610,0,526520,0,6309654,697707,345150,13485,193480,49394,33627,16946,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0
62510,0,692266,0,311728,1876481,4173796,13481,1606,0,4097,0,1757224,814447,1101964,613772,1543414,10061,20670722,49389,9637760,38203,905193,5648852,88155,0,3409,1006185,6193294,37929,122804,0,14000693,255084,115351,0,2338076,35714,27620593,100133,1722112,593,1430777,11240,29503,0,4450931,90231,4814190,0,3873,0,26209451,35001,4428411,1849,169813,0,5900173,37364,115721,134191,1203808,11172,1176126,28744,3193969,141788,64284,0,565819,19231,299198,1745,1264121,7509,5597270,1111,1248274,13128,0,83772,593152,1206,2500,0,1434528,7848,1910,0,21356,5807,393,0,2433961,0,3127942,32938,305,0,44331,0,7446467,273649,74782,0,2077107,952694,755452,42010,204206,0,65806,0,169422,7289,8445,0,0,0,695850,16433,371773,1413,1474229,7070,2822027,11338,67863,0,25529,0,107423,0,211107,0,2085285,3222,1181755,0,53349,23076,8192251,1295,4276629,85411,589069,0,0,0,1181722,679141,184164,0,255574,215567,1154,68993,1476,0,637341,6714,579548,53871,12408516,660059,16296567,201728,2249,3275,22519284,291883,492650,1746,350081,6335,3071862,0,40892,3967,109548,76617,94369,1034,1784977,20643,540119,0,448006,34449,27211,2069,6912912,522237,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
867289627,757663762,6265089897,2155905951,2239902822,717834864,4968172151,6309174299,783289703,438824245,2676527015,269306130,4699901231,413207227,7112544993,560329940,2767964963,875165971,1344433684,2421617858,468604944,822727056,2564040447,827282806,273556166,262468336,64436832,32409324,1772914651,2093553535,1561482336,905706643,1044831912,1446881117,2002885712,2145998336,1780186781,2002450936,3741143866,1521287808,2124843340,1815041467,3931361373,2471321419,2331192204,1814505079,0,0,2128002204,1465539154,2957424117,150127942,42178136864,8012432328,3316666699,4780474573,11792940450,17714042881,7285639308,10844766396,1154214188,1467501154,2592003685,7804946865,2581628460,3197594841,1576247845,3347111341,1130097816,1234600073,180435203,146050239,2032242152,2703712479,4411429982,9713597185,17923572825,28338208664,6594211549,6394142036,1035556971,1196935828,2792759303,790908672,431649103,399174150,6580964874,3337556030,150015567,44381867,108802197,13168073,2885923090,581187128,10769432472,14082820485,1744146519,4399242136,195685449,123536507,1755704894,1794672445,2163846224,2149687971,168437732,128069096,1876163408,3090707450,2078829388,3580457750,876339285,2379155699,2336089342,590505116,390676297,767317752,881463149,1677893940,622773178,1178873982,11606154955,2541699439,16041201242,5983984829,2104047965,1008811068,6189344855,1700471492,312856177,82891390,179273845,63347162,231588684,39996171,2516510654,2107956104,2871373954,2351790923,3091889468,3913765865,4884898786,3306637728,12788296926,15448656238,9893370465,12846087953,4481640011,4960206844,881602446,495321051,6985751100,7061560064,169168903,127680633,534890386,320380253,169689594,34787629,674773592,395882973,2727451499,4281102168,1807949792,4294732110,67699691209,121121167888,56214212468,67188998821,669280569,1212906317,50756824493,96802959781,6537689257,8377107992,312517162,1812924961,15191778934,23171047065,1394045484,894323615,388006652,406124116,213708518,302954779,10666971731,7097774105,3765785348,1932691147,1062009009,1975115338,383929205,610639285,37071781155,34033682698,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
607,0,876397,0,36046,1875388,1019453,0,0,0,51,0,285123,0,143013,0,699676,0,3098628,0,1671415,0,46753,3759279,1183,0,1738,0,557501,0,2992386,0,1791360,0,20393,0,1208441,0,267069,0,765903,342,1611822,0,159841,0,0,0,387209,0,988,0,4632873,0,36339,0,18372,0,950271,0,2332,0,349641,0,341020,0,802829,0,76298,0,63265,0,39037,7998,180160,0,812669,0,256153,0,196,0,164919,0,0,0,1157432,0,0,0,2366,0,0,0,764054,0,142616,0,1829,0,3525,0,1160309,0,7890,0,34812,0,262473,0,256543,0,20900,0,70863,0,7573,0,3085,0,135309,0,223568,0,467650,0,105513,0,5582,0,18896,0,468,0,30756,0,64849,0,77920,0,1484,0,40047,0,1475212,0,38560,0,0,0,376415,0,11929,0,17551,0,1048,0,2984,0,364095,0,226857,0,2822875,0,1939169,0,2630,0,2445851,0,50571,0,828208,0,412647,0,17675,0,13584,0,505,0,492746,0,308800,0,333843,1204,1300,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0
98766528,943081,973590687,23565959,290612902,216495809,700322086,131398159,14257798,5106586,60493087,2883523,139947457,159448027,226865002,606182138,113956907,18064189,326313440,156204296,53154386,35583600,248685354,30258411,9762817,7805236,3239248,2050941,154306273,930051472,93981295,49038845,91003452,24789490,118790679,35554471,190931609,80114102,149131158,796708122,313047590,49632054,398066769,263652922,210069886,22479559,0,0,100490928,473939793,9706190,40251677,2990793154,1203136962,224298376,100181881,626956186,40305818,1046592223,103242645,172733455,98609049,291881321,75069990,313918043,88966726,173630364,43312047,67581495,8755206,11152486,2313125,293125857,6577303,425720635,95576140,1191245789,264986639,370303396,63583855,91637141,76904589,140626338,14824477,345598932,340720719,427687507,71479730,7212659,144220,14483216,324107,95795724,2900749,894314898,125348388,150256229,46709594,7024417,135796,100799528,29646478,252195073,887758440,17660012,696361,286208851,89389128,318976326,16317621,72073395,12009784,110856214,38814495,51236732,12953034,61282893,4094072,103184268,39221378,417329067,1521298431,588494326,436046582,133711590,92967462,324222447,64582176,20221388,2077442,11944503,1553001,10222105,2514337,75908664,172882509,328025077,82199339,262282002,15441610,147894936,35088154,1032584262,321197043,480367574,173267296,350515062,215959955,2674484,569696,291660160,540287174,8412157,6099255,30686102,2948095,5645470,34318,11226210,92157,161958783,30286176,182469533,34937555,3731620262,561396882,2299161002,452638291,31448097,947581,3086683371,79771996,135503467,51843607,1135212678,47191505,787806473,99179439,95734446,2922714,22558435,362498,25280741,18787064,321827879,69610769,272820038,22106978,113127870,23483496,5604212,4304773,17462868,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1
6519,0,12965043,83646,1623476,265094236,10550292,0,126655,4841035,500902,0,934273,0,1879370,659,1105371,0,310408,0,1921904,0,67707,0,19990,0,2366,0,1192936,3407,12460809,138044485,3945555,0,1575202,0,5329531,0,3503971,0,5405288,376,13165751,195,1424064,1395365,0,0,4349137,184,25651,0,55970868,5107013,341868,0,339903,2815,6455504,0,358664,0,4123538,0,1091732,19,2145510,2028,278317,0,1555151,1045,544152,678,717963,124,7583316,8343,2113336,234,21185,317396,638688,1266,368663,2478430,16456892,0,45628,0,32280,0,685,0,11574707,4586,3528521,113786,13,0,30250,0,84556,0,5506,0,186056,3612,82487,0,2426956,0,716211,0,273444,0,1155599,10324,7962,0,5084000,7843,6374950,14430,850729,2462,3694674,19797,227432,1760,5007,0,102246,0,20301822,4712,844944,525,4122670,2145,488864,3937,1125585,5420,15651677,23990,872123,21234,402,0,3434978,1517,22771,662,104553,0,2714,7,4181,0,2509164,249945,2252866,12114,50594333,2047825,39062749,267665,362080,0,15153327,140649,25394038,1340861,36438558,6428061,8866428,138900,353080,0,166335,3212,1694387,2885,13448458,17561,3690884,102090,820789,28731,236135,5285818,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0
175883,0,8037145,0,1950820,3727804,6742218,2817,12894,0,22286,13795,1157285,64209,300776,1746541,195596,6370586,6214643,0,1412984,2053348,262839,867,3942,0,490,0,2558750,0,2214313,0,3409384,0,340606,3215811,3453220,42388,2037069,12519,3307021,29624,3289903,1224331,447418,645609,0,0,3834666,35,0,0,18157247,6130,387257,1636,238824,0,3011325,3986,588026,0,2276278,415118,1555861,69542,2986409,4034,305711,0,201987,0,259223,111,1597728,28420,7700991,660768,2392823,9167,9059,0,254819,118361,1135,0,8556905,509,4959,0,17359,126,0,0,4641931,1520126,3462652,22084,8368,0,0,0,1009304,225,10243,0,37396,0,896481,0,169178,0,220904,0,118218,0,161085,0,77923,0,593086,70160,1555888,60123,692554,1999,1623382,0,71132,3421,40938,0,55467,0,1140732,579,1740985,0,1811795,2879,262353,336,3706245,583592,5262599,73487,155791,0,0,0,1659573,22332,8947,0,3228,0,664,0,69,0,938752,149214,1055767,83,15744803,386996,10911617,90762,4011,0,12998363,295527,50291,0,233815,0,2264069,28726,88144,0,34000,0,17825,0,3222977,16362,519187,0,504190,796,6868,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0
